Column 1	Latitude [dec degrees]
Column 2	Longitude [dec degrees]
Column 3	Velocity in N-S direction [m/a]
Column 4	Velocity in W-E direction [m/a]
Column 5	Uncertainty of velocity in N-S direction [m/a]
Column 6	Uncertainty of velocity in W-E direction [m/a]

1.0	-62.0	0.0123	-0.0038	0.0002	0.0003
1.0	-61.0	0.0124	-0.0038	0.0002	0.0003
1.0	-60.0	0.0126	-0.0039	0.0002	0.0003
1.0	-59.0	0.0126	-0.0037	0.0002	0.0004
1.0	-58.0	0.0127	-0.0037	0.0002	0.0003
1.0	-57.0	0.0126	-0.0038	0.0002	0.0004
1.0	-56.0	0.0125	-0.0038	0.0001	0.0004
1.0	-55.0	0.0126	-0.0042	0.0004	0.0006
1.0	-54.0	0.0128	-0.0045	0.0005	0.0003
1.0	-53.0	0.0128	-0.0045	0.0005	0.0003
1.0	-52.0	0.0128	-0.0045	0.0005	0.0003
1.0	-51.0	0.0129	-0.0045	0.0005	0.0003
1.0	-50.0	0.0136	-0.0042	0.0007	0.0006
0.0	-80.0	0.0133	0.0046	0.0017	0.0032
0.0	-79.0	0.0120	0.0003	0.0009	0.0009
0.0	-78.0	0.0104	-0.0012	0.0008	0.0024
0.0	-77.0	0.0094	-0.0030	0.0007	0.0030
0.0	-76.0	0.0092	-0.0045	0.0005	0.0009
0.0	-75.0	0.0094	-0.0045	0.0005	0.0009
0.0	-74.0	0.0095	-0.0045	0.0005	0.0009
0.0	-73.0	0.0114	-0.0030	0.0020	0.0023
0.0	-72.0	0.0097	-0.0043	0.0006	0.0010
0.0	-71.0	0.0109	-0.0033	0.0014	0.0009
0.0	-70.0	0.0110	-0.0033	0.0014	0.0009
0.0	-69.0	0.0121	-0.0034	0.0004	0.0010
0.0	-68.0	0.0122	-0.0036	0.0004	0.0009
0.0	-67.0	0.0119	-0.0038	0.0003	0.0004
0.0	-66.0	0.0119	-0.0038	0.0003	0.0004
0.0	-65.0	0.0120	-0.0038	0.0003	0.0004
0.0	-64.0	0.0121	-0.0038	0.0003	0.0004
0.0	-63.0	0.0124	-0.0038	0.0003	0.0004
0.0	-62.0	0.0124	-0.0038	0.0002	0.0003
0.0	-61.0	0.0125	-0.0038	0.0002	0.0003
0.0	-60.0	0.0126	-0.0039	0.0002	0.0003
0.0	-59.0	0.0127	-0.0040	0.0000	0.0002
0.0	-58.0	0.0127	-0.0037	0.0002	0.0003
0.0	-57.0	0.0125	-0.0037	0.0002	0.0004
0.0	-56.0	0.0125	-0.0038	0.0001	0.0004
0.0	-55.0	0.0125	-0.0038	0.0001	0.0004
0.0	-54.0	0.0128	-0.0044	0.0004	0.0003
0.0	-53.0	0.0128	-0.0045	0.0005	0.0003
0.0	-52.0	0.0128	-0.0045	0.0005	0.0003
